Sample_ID,Cancer_Type,Label,BRCA1,BRCA2,ERBB2,ESR1,PGR,GATA3,FOXA1,EGFR,KRAS,ALK,MET,ROS1,STK11,KEAP1,BRAF,TP53,PIK3CA,MYC,PTEN,CDK1,UHRF1,HMMR,CEP55,ASPM,RAD51AP1,DLGAP5,KIF11,PBK,HMGB2,CDKN2A,SMAD4,RB1,ATM,APC,VHL,RET,CTNNB1,FGFR1,FGFR2,FGFR3,NOTCH1,JAK2,STAT3,MTOR,AKT1,CCND1,CDK4,CDK6,MDM2,BCL2
TCGA-LUAD-052,LUAD,2,4.8112,5.4526,4.8605,5.3066,3.1331,4.0841,4.2433,9.3012,8.6664,9.2382,8.1212,9.8489,9.45,8.29,7.0597,4.3318,4.2429,5.7086,5.2532,6.6331,6.7154,3.6528,4.2658,5.5826,5.0301,6.1924,4.5553,5.7885,4.3039,2.9617,6.159,4.8532,4.8058,6.0842,5.8558,5.2649,4.1217,4.6184,5.7619,4.935,4.5226,5.1606,4.5568,6.4768,4.0364,5.5944,3.8513,5.2107,8.7968,3.7498
TCGA-LUAD-053,LUAD,2,4.5443,5.3377,5.4272,5.7825,4.974,5.5629,4.9736,9.9886,9.0315,10.4508,7.1023,11.1106,10.8053,8.8226,7.8524,5.2254,4.3613,5.3513,5.4676,6.8497,7.1369,4.7762,4.1962,4.5578,5.2712,4.6927,5.1476,5.283,5.3798,1.6673,4.6933,4.1759,4.5468,5.0492,6.5186,5.5985,4.5584,4.3417,5.64,4.6121,4.5809,3.9297,3.8504,6.0773,4.3968,4.5441,5.0648,4.52,9.1352,4.4832
TCGA-LUAD-054,LUAD,2,5.5026,5.8989,6.1286,5.4414,4.9019,4.6275,4.2656,10.8586,8.5163,9.6537,8.3619,10.2074,10.4993,7.5436,7.0464,4.2648,5.1975,4.7864,4.2093,5.3484,5.511,3.6575,4.0523,5.4986,4.9803,5.5458,3.7176,5.0598,4.4346,2.4914,6.3688,4.7071,4.0382,6.4366,5.8636,5.3781,5.5222,3.6437,5.3283,5.1214,3.8004,5.4147,3.9224,6.3325,4.8623,5.336,5.5411,4.8115,8.9389,4.9941
TCGA-LUAD-055,LUAD,2,5.0871,5.7887,5.4666,5.8009,4.6551,4.351,4.2132,9.654,8.2847,10.5254,7.4793,10.1195,10.0937,7.669,8.9913,4.0363,4.3868,5.7981,5.3133,6.098,7.5364,4.1116,4.3015,4.0631,5.4893,5.0455,4.4133,4.6582,5.6912,2.4779,5.2694,4.3248,4.2944,6.0941,6.1028,5.5193,3.8828,3.6556,5.8646,4.8154,3.9365,4.3865,3.2158,5.6489,5.0133,5.179,4.886,4.8426,10.1787,4.2308
TCGA-LUAD-056,LUAD,2,4.9281,5.9336,5.0128,5.087,4.743,4.3275,4.2779,8.792,9.5378,9.3099,7.2993,9.2868,10.0372,8.2143,8.1593,5.2125,5.0768,4.9687,5.1641,6.5988,6.2492,4.5442,4.4806,4.8437,5.514,6.183,4.1642,5.3743,4.7394,2.7491,5.4108,4.5646,3.9944,7.1296,5.6737,6.2643,4.1543,4.4671,5.7932,4.9958,4.0208,5.16,4.2092,6.8955,4.1331,5.1796,4.8281,5.0161,8.9789,4.9419
TCGA-LUAD-057,LUAD,2,5.3431,5.6816,5.3447,5.5696,4.5015,4.3855,3.4462,10.5696,9.3004,8.1011,9.5075,10.171,8.8706,9.5786,6.9034,4.9305,5.6567,5.24,4.6868,5.8853,7.004,4.9452,5.3674,4.7896,5.5223,5.703,3.9978,5.6934,6.1202,1.6276,4.8169,4.3951,4.6212,5.5206,6.2379,5.4833,5.0206,3.8159,5.8912,4.8892,3.7999,5.1212,3.1067,5.721,4.738,4.5717,3.4002,3.9745,8.7274,4.3683
TCGA-LUAD-058,LUAD,2,4.9711,6.4782,5.5179,5.0868,4.172,3.1942,4.2693,9.3497,9.2147,9.5956,8.1269,10.4769,8.4394,8.4202,9.1202,4.3111,4.2052,5.4521,5.302,6.2301,6.2541,4.0432,4.6126,5.1502,4.2116,5.4455,4.2379,5.0897,4.6526,2.1307,5.1814,3.8564,4.0841,5.817,6.3722,5.3358,4.7151,3.8107,5.2054,5.117,4.3858,4.8809,3.9409,5.2737,5.2707,5.8013,5.0115,4.3466,8.3983,4.2394
TCGA-LUAD-059,LUAD,2,4.4593,6.2335,5.6869,5.4012,4.2347,5.1544,4.061,9.5714,10.1257,8.6494,8.4364,9.5364,9.2439,8.6519,8.8097,4.6147,4.2156,5.1233,5.4789,6.9566,6.5746,5.0119,4.9167,5.3149,3.8696,5.8928,4.8604,5.9815,4.5714,3.2894,6.1588,3.3665,4.3824,6.3964,5.9609,5.5334,5.0041,3.9074,5.3967,5.3746,5.1455,5.3584,4.1424,5.7423,4.064,6.0123,4.609,5.7195,8.7499,4.082
TCGA-LUAD-060,LUAD,2,4.5105,6.5554,6.0313,4.6873,3.842,4.1924,3.695,11.5946,9.5712,10.2038,8.2715,9.4688,8.9235,8.9543,7.1382,5.2667,4.0257,5.5452,4.2477,6.2577,6.8709,4.0635,4.5519,4.1125,4.5096,5.9765,4.4541,4.7861,5.9655,2.4558,5.1558,4.1223,4.4506,6.1116,6.0703,4.8564,5.1027,4.106,5.5631,4.5941,3.8156,5.839,3.189,5.4734,5.3096,5.7779,4.523,5.7674,9.4956,4.523
TCGA-LUAD-061,LUAD,2,4.1758,5.607,5.6851,5.0698,3.8209,4.5881,4.0867,8.4788,8.7541,8.8154,7.8468,8.1244,9.9266,7.4259,7.255,4.3093,4.1004,5.36,4.8849,5.7244,6.9009,3.6932,4.4396,4.6862,4.7872,5.755,4.4,5.2467,5.7749,2.8823,5.8139,3.9513,3.8888,6.4143,6.4601,5.4392,4.9759,3.7431,5.7458,4.9552,3.5763,4.8724,5.1668,6.1019,5.7195,4.7356,5.0611,3.877,9.4511,4.7223
TCGA-LUAD-062,LUAD,2,5.3463,5.6076,6.2185,5.5688,3.8228,4.5676,3.6163,9.7474,8.9861,9.6577,9.0885,9.5955,9.3021,7.2563,10.4277,3.8682,3.8157,4.4323,5.4034,6.1457,7.1707,4.6883,4.5637,4.9081,5.271,5.512,4.3561,5.2523,5.7374,2.0082,3.8263,4.7149,4.607,6.1876,6.2585,5.4963,4.9202,4.6415,5.5336,6.214,3.4866,5.1709,3.4885,6.4404,3.7786,4.7906,4.3692,5.2771,8.0748,4.114
TCGA-LUAD-063,LUAD,2,4.4802,5.5653,5.6536,5.1369,5.0828,4.7138,3.8074,10.8062,10.741,7.6729,6.9899,9.2229,9.6479,8.331,7.6076,4.2405,4.8615,5.7214,4.7098,7.1836,8.1657,4.9715,4.954,5.81,4.8583,5.3111,4.1763,4.6298,5.3642,3.0744,5.437,4.3689,4.2097,6.9557,6.4344,6.2397,4.7655,3.4071,4.5984,6.0097,4.0026,4.781,4.1985,6.2757,4.9077,6.3448,5.4361,4.7387,10.0787,4.2146
TCGA-LUAD-064,LUAD,2,5.5078,5.3489,5.2481,5.4075,4.4995,4.8949,4.5614,10.9042,9.0105,10.685,6.2534,10.3599,9.7549,9.3051,8.475,3.7691,4.5521,6.1381,4.5407,6.3414,7.943,4.3296,4.3028,5.0624,5.1008,5.2978,4.1099,5.3581,5.77,2.7268,5.302,4.7095,4.0569,5.9379,5.7467,5.3921,6.0046,4.1168,6.1878,5.8103,4.1767,5.2736,4.1269,5.1944,3.7933,5.482,4.4733,6.0899,9.6449,5.3821
TCGA-LUAD-065,LUAD,2,5.6703,6.0192,5.4407,5.1937,5.1533,4.7709,4.8516,10.3574,8.4794,9.0673,8.0089,9.0823,9.9485,9.053,6.528,4.8452,4.0332,5.5841,5.401,6.3691,6.8731,4.8563,4.3949,5.2027,5.5849,6.6074,3.8864,5.3356,4.8226,2.1878,5.5161,4.4139,4.7156,5.9145,6.0574,5.8842,4.2392,3.8533,6.0634,4.6939,4.8597,5.393,3.3019,6.2657,4.8306,5.669,4.6148,4.6741,10.5137,4.3559
TCGA-LUAD-066,LUAD,2,4.8984,7.0196,5.8759,6.9247,4.5093,4.461,3.0501,11.0257,10.2488,9.6553,6.9947,9.357,8.946,9.4551,7.4718,4.4881,4.4674,5.5462,5.0387,6.155,5.3025,4.4285,4.4879,4.7756,4.4121,6.444,4.8677,5.8467,5.8768,2.6543,4.7655,5.2968,3.6793,5.9533,6.4778,6.1567,4.9563,4.0147,5.2018,6.2356,4.2488,5.0085,3.7189,6.1228,4.6683,5.4494,4.8766,6.0259,9.236,4.4282
TCGA-LUAD-067,LUAD,2,5.0587,5.8667,4.9305,4.7064,3.6954,5.2822,4.2717,10.4259,7.7377,9.6246,6.9135,10.0655,9.6281,7.8113,9.072,3.8334,4.3739,5.8095,5.1579,5.6105,5.655,3.8235,4.1895,4.8095,5.0989,5.6531,4.4197,4.606,5.4499,3.1712,5.2552,4.284,4.1846,6.6467,5.677,6.5039,4.8808,4.2292,6.1119,4.3773,4.5295,5.3045,3.6079,6.2308,4.711,5.3682,5.1172,4.8583,9.4038,4.3408
TCGA-LUAD-068,LUAD,2,5.8023,6.1814,5.9882,5.4595,4.2275,4.3336,4.8571,10.1777,11.1355,10.6611,8.1244,10.1796,8.8997,7.7982,8.168,2.8758,5.9012,4.8692,4.662,6.8976,6.3984,4.8752,4.349,4.1441,5.8562,6.1889,4.8993,5.3151,5.6029,2.0225,5.3924,3.9108,3.4486,6.293,6.7035,5.5868,4.5641,3.6458,5.5089,5.3484,4.6642,5.362,3.7664,5.6754,4.967,5.8635,4.5998,4.9311,9.3821,4.2267
TCGA-LUAD-069,LUAD,2,4.5317,6.8153,5.545,4.7265,4.1066,3.7027,3.6998,8.4628,8.7011,10.014,7.2846,10.745,10.7246,8.8152,7.5999,5.8818,4.7641,4.86,3.9833,5.6797,7.19,5.0579,5.0193,4.2485,5.7583,5.9523,4.7667,5.3544,4.5498,1.6025,5.0815,4.697,3.4529,5.9999,6.0361,6.1748,5.0075,3.7098,6.2287,4.3867,4.8146,4.8143,4.1576,6.1135,4.6682,5.7948,4.8815,5.536,9.7574,3.7745
TCGA-LUAD-070,LUAD,2,4.9921,6.3501,5.658,5.7007,4.5867,4.3159,5.2038,8.7596,10.0492,8.4471,8.7982,9.6935,9.1528,7.563,7.7002,4.5295,4.8584,5.2226,4.4032,7.5931,6.9787,4.524,4.3193,3.6681,4.5411,5.0036,4.9851,4.8279,5.0463,2.0504,5.3836,4.0169,4.6393,6.2386,5.8385,6.2036,4.6741,4.2256,4.774,4.9328,4.4293,5.7562,3.6997,7.1396,4.8478,4.6978,4.2632,5.8546,10.2185,4.4157
TCGA-LUAD-071,LUAD,2,5.7478,6.2256,5.5227,5.2836,3.9717,3.9604,4.349,9.6377,8.5417,8.0134,7.3402,9.588,9.637,8.0837,6.4785,3.7508,5.0732,4.9998,5.8613,6.6773,7.0088,3.7686,4.4502,4.4397,4.4706,6.0593,4.8715,5.3308,4.8893,3.0201,4.3803,5.0367,3.494,5.5273,6.182,5.8806,4.6338,3.6598,6.072,4.1254,3.5268,5.0359,3.4435,6.6118,3.9802,6.2361,5.2033,5.7617,10.7502,4.4473
TCGA-LUAD-072,LUAD,2,4.7533,5.5003,5.5505,5.391,4.6027,4.3818,3.6873,10.9975,9.6936,9.0333,7.965,10.2093,11.0111,8.246,7.6495,4.7211,5.4575,5.9105,5.2467,6.6946,7.0598,4.7997,5.2921,4.6877,5.6624,5.8989,4.7647,5.8223,5.6768,3.4348,5.1419,5.1243,4.491,6.1506,6.6749,7.0724,4.0857,3.813,6.848,5.1817,4.3639,5.0317,4.6799,7.3061,4.2367,5.4091,4.5104,5.5106,8.8074,5.2171
TCGA-LUAD-073,LUAD,2,4.2917,6.4091,4.6385,5.3623,4.603,4.2979,4.6744,9.7272,9.4193,8.6563,7.519,9.7118,10.7673,8.0501,7.4466,5.298,3.9539,5.496,4.4609,5.1191,7.0996,4.7566,4.0318,5.094,5.3848,5.0915,4.3254,5.9199,5.6286,2.7105,5.5442,4.0325,4.7,6.6442,6.1848,5.8938,4.1708,3.5389,5.317,4.9246,4.7998,5.5506,4.1681,6.5958,4.0976,5.9962,4.2906,5.764,9.4549,3.4075
TCGA-LUAD-074,LUAD,2,5.5092,6.8752,5.2852,4.5128,3.7998,4.12,2.9412,10.3864,9.7853,8.319,7.7113,8.8398,9.6808,7.3452,9.4078,4.4719,4.6928,4.8285,4.2836,7.2738,7.3664,4.8098,4.6009,4.724,5.2487,4.81,3.882,4.7324,5.076,1.8891,5.503,4.4159,4.8395,7.3244,5.493,5.8521,4.7429,4.2078,4.9629,4.5097,4.3887,4.6167,4.1553,5.8775,4.6401,4.9809,4.7645,4.7037,8.975,5.0764
TCGA-LUAD-075,LUAD,2,4.3729,6.596,5.8593,6.262,4.4399,4.2889,3.8704,9.3409,9.5092,9.9655,8.9951,9.0179,8.6064,8.3526,9.0153,3.4736,5.0225,5.0312,4.8578,5.4304,7.2346,4.3953,3.877,4.9936,5.1756,6.3387,4.2844,5.1373,4.9819,3.3911,4.9449,3.9287,4.1092,5.4746,6.9255,6.7421,4.4434,3.5216,5.6736,4.7273,4.8558,4.6958,4.3479,6.0575,4.2312,5.5776,5.125,5.1876,8.521,3.9703
TCGA-LUAD-076,LUAD,2,5.713,6.1233,6.2406,4.9364,3.719,4.2261,4.2591,9.9497,10.4346,8.3196,7.7224,10.7452,8.5658,7.1428,8.5484,5.2899,4.3816,5.4434,4.6741,6.299,6.9546,3.4447,4.6902,4.9501,4.6679,6.2713,4.2212,4.8127,5.5666,1.8847,5.7899,4.1741,4.6378,6.7316,6.4445,5.3725,4.0447,3.4978,6.0568,4.9009,3.9689,5.0233,4.616,6.3899,4.7886,5.7765,4.7759,5.2952,10.128,4.4066
TCGA-LUAD-077,LUAD,2,4.7933,6.4535,5.3822,5.1234,4.6443,4.1773,5.2307,10.2956,8.1623,9.5209,8.7366,10.6173,11.1321,9.3803,7.0421,3.7921,4.3643,5.0136,5.7839,7.6048,7.0284,4.3116,4.4678,5.2183,6.0976,6.6203,5.0083,5.693,5.7195,2.9514,4.9683,4.3647,4.3543,5.3607,6.0479,5.3655,5.1771,3.94,5.6694,4.6183,5.0673,4.239,4.3136,5.3619,4.3146,5.5606,4.8134,5.2588,8.2496,4.0858
TCGA-LUAD-078,LUAD,2,5.4277,6.3135,5.2016,5.7244,4.1757,4.7005,3.9434,10.3832,9.7548,8.9358,8.2464,10.6869,9.7493,8.9705,8.4854,4.0224,5.1523,5.6509,4.5562,6.8618,7.3044,4.0718,4.4947,5.0731,4.2482,5.1831,3.9444,4.2332,5.8458,1.3123,5.5082,4.781,3.9963,5.7534,6.2408,5.7794,5.1719,2.9006,5.046,5.2491,4.2937,5.4654,4.2067,5.9331,4.4182,6.6201,5.4532,5.3919,8.2876,4.6757
TCGA-LUAD-079,LUAD,2,4.8907,5.4914,5.9405,5.0704,4.1193,4.0979,4.3473,8.1987,9.4043,10.8122,6.9654,9.5087,10.2803,8.5876,8.2595,3.5782,5.0521,4.9155,4.6864,5.8938,7.2548,4.2112,4.4839,4.8609,4.9182,4.727,4.1939,5.579,4.55,1.9387,5.1232,4.0123,4.1292,5.541,5.9305,5.7545,4.9946,4.8373,5.3745,5.9124,4.1765,5.5038,5.0414,6.0702,3.8826,5.503,4.3799,5.0069,9.8931,3.7953
TCGA-LUAD-080,LUAD,2,5.5087,6.2458,6.196,4.8126,4.0092,4.7261,4.2757,8.8685,8.0628,8.9655,6.6819,9.2481,9.7823,8.2699,8.8334,4.9226,5.1973,6.2556,5.3514,6.3976,6.8783,4.7893,3.613,4.7671,3.9178,5.7768,4.8663,5.271,5.7724,3.1961,5.2648,5.779,4.2494,6.5621,5.8189,6.5881,5.191,4.9506,5.5326,4.3406,4.4987,4.2409,3.9076,6.096,5.7579,5.6168,4.7555,5.1126,8.6555,4.4496
TCGA-LUAD-081,LUAD,2,4.5425,6.389,5.5151,4.7225,4.8614,4.5199,4.0681,9.5704,9.7441,10.3305,6.8842,9.7542,9.3353,8.866,8.5034,4.4906,3.8263,5.2032,4.6241,5.8809,7.6509,4.1891,4.8796,5.0594,5.6383,5.1233,4.8988,5.1395,5.1142,2.4275,5.6399,3.914,4.402,7.0515,6.6144,6.4742,4.3106,4.5962,4.9332,4.8516,5.1391,4.7855,4.6313,6.5083,5.1067,4.824,4.9484,5.0659,8.8244,3.5792
TCGA-LUAD-082,LUAD,2,5.3842,6.0822,5.6272,5.7872,3.8476,4.4575,4.3395,10.0486,9.2205,9.2672,7.2387,10.6738,9.4594,8.2843,9.4292,4.9636,4.9986,4.2602,4.2478,6.7392,7.2118,4.389,5.2124,4.8028,5.022,5.293,4.6243,5.4246,5.0144,2.2719,6.6497,4.3287,3.8013,6.4408,6.099,5.2356,4.9117,3.7883,6.2935,5.2156,4.13,5.1441,4.5273,6.0935,5.6304,6.0255,4.9296,4.6757,8.6494,4.6461
TCGA-LUAD-083,LUAD,2,5.368,5.8694,5.0761,4.9396,5.2016,4.0147,4.0661,9.2637,8.6944,9.4101,7.6134,10.8935,10.1762,8.7489,7.2673,3.9741,5.4362,5.6835,5.1427,5.5737,7.9577,4.2708,4.4274,5.3775,4.9922,5.1446,4.4594,4.7406,3.7986,2.5364,5.0727,3.7973,4.4307,5.6988,6.3636,5.1618,5.1248,3.5766,4.3345,5.587,3.8405,5.9679,4.358,6.3956,5.0921,5.5139,4.7478,5.7848,9.4456,4.0426
TCGA-LUAD-084,LUAD,2,4.951,5.4214,4.738,5.3198,4.1164,4.2985,4.6605,10.2845,9.1607,10.3911,8.3199,9.9827,8.9119,7.4043,9.1874,4.328,4.5207,5.0397,4.4909,7.2926,7.7305,3.7004,5.0447,3.8835,5.496,5.3792,4.6192,4.1666,4.704,2.7916,4.9861,3.9552,4.841,7.193,6.5929,5.2325,5.5519,3.4342,5.3531,4.9957,5.2305,5.5457,3.8438,5.528,5.0704,5.1909,4.7941,4.4593,10.3659,4.651
TCGA-LUAD-085,LUAD,2,5.3615,5.5006,6.1031,5.9126,4.2677,4.5974,4.3748,10.3873,9.9215,9.0657,6.691,10.2996,10.4324,8.9732,8.485,4.3581,4.7579,5.3148,4.9201,5.968,6.3264,4.4093,3.954,4.3247,5.3698,5.6278,4.7881,5.0209,5.8565,2.0349,4.3591,4.4878,3.0587,5.3612,5.6829,5.2746,4.3976,3.6938,4.8023,5.7393,3.9294,3.974,3.8952,5.4381,4.1268,5.8127,4.4617,4.5679,8.5005,4.9817
TCGA-LUAD-086,LUAD,2,4.7018,5.9279,5.119,4.6143,5.3471,4.3567,4.4488,9.3316,8.1669,8.9527,7.1201,8.3794,10.0708,8.204,7.7714,4.7712,4.2651,5.7208,5.3328,6.8613,8.2887,5.3289,4.9877,5.0886,5.5442,5.4354,4.1544,5.468,4.8751,2.913,5.415,3.9471,4.156,6.7401,6.1656,5.8217,4.8346,4.4445,5.3399,5.1435,3.7439,4.6899,3.7401,6.2354,4.6494,5.3904,5.0311,5.3336,9.4065,3.8891
TCGA-LUAD-087,LUAD,2,3.8178,7.0302,5.9566,5.3685,3.8976,4.1242,4.4325,10.2285,10.2545,9.7861,6.5712,10.3669,10.0792,9.3502,8.5934,4.4201,4.669,5.4897,5.5599,6.0426,5.8507,4.1503,6.2222,4.6753,4.9425,6.0366,4.9277,5.2162,5.8855,1.8187,4.9536,4.9564,4.1486,5.4563,5.4631,5.373,4.6712,4.4486,5.3408,5.1608,4.05,5.7013,5.3516,5.8042,4.8093,5.6568,4.7551,5.4708,8.6954,4.1712
TCGA-LUAD-088,LUAD,2,5.1223,5.2124,4.9614,6.2299,3.7152,3.3632,3.5121,10.65,9.2698,8.9163,8.3086,9.1421,9.973,8.4625,10.0472,3.804,4.6182,5.3238,4.4602,6.2202,6.1916,4.494,4.5887,3.7807,5.6564,6.7626,4.3509,4.6823,6.0563,3.1143,5.2522,4.2658,4.1032,5.2503,5.9788,6.6359,4.5858,3.6949,5.7537,4.6347,4.2353,4.455,3.5573,6.3693,4.6272,5.0695,4.7455,4.8406,7.8143,4.9887
TCGA-LUAD-089,LUAD,2,5.2446,6.0163,5.2609,5.1248,4.7278,3.5379,3.9501,9.9358,8.79,9.3684,8.2092,10.2845,9.9734,7.7422,7.6933,4.8732,4.6253,5.1277,5.0841,6.8621,6.8459,4.6536,4.1034,4.6686,4.8922,6.4366,4.3199,5.758,5.018,2.7229,5.5773,5.1592,4.0372,4.8062,5.3423,5.9275,3.9328,3.7821,5.5115,3.7437,4.0786,4.507,3.3261,5.5994,4.0347,5.6923,5.284,4.9619,8.782,4.1996
TCGA-LUAD-090,LUAD,2,4.0288,6.1213,5.5862,5.345,4.3229,4.1568,3.3998,10.5213,10.358,11.4278,7.5445,10.864,9.0739,8.919,7.9807,4.7498,4.2579,5.3194,5.4356,5.7454,6.1707,4.7843,4.9508,5.324,5.4276,5.5568,5.5389,5.1998,3.7755,2.0946,5.102,4.7728,3.9175,6.637,6.4034,5.2784,4.6,3.8271,5.5977,4.5776,4.3057,4.9532,3.9995,7.026,4.3891,4.4903,5.1937,5.6481,7.9832,4.0562
TCGA-LUAD-091,LUAD,2,5.2726,6.149,5.6871,3.9999,3.9266,4.7155,4.4551,8.2926,7.4218,8.596,5.9998,9.0287,10.3925,8.8805,9.1407,4.5572,3.6942,4.7841,4.8027,5.4703,6.7602,4.9565,4.3718,4.6355,5.3731,5.0176,4.0192,4.7625,5.3311,2.358,5.1799,4.0427,3.6077,6.3921,5.9555,6.088,4.1143,3.8823,5.3947,4.9044,4.6457,4.8741,4.449,6.188,4.5159,4.9819,5.0642,4.681,8.3032,4.3797
TCGA-LUAD-092,LUAD,2,4.9039,6.0131,5.0487,4.5953,3.4563,3.9453,3.0824,10.7539,8.8148,9.6727,7.4927,9.0663,9.7041,6.6288,8.076,3.9983,4.6772,5.6558,5.6357,6.4353,6.987,3.855,5.4844,4.7229,5.0435,5.524,5.0389,5.2311,5.6838,3.0683,5.2264,4.8399,4.3158,5.6071,5.6298,5.8529,5.1239,5.0346,4.6167,4.9812,4.5133,5.2372,4.5803,6.3283,4.0766,4.9502,4.842,5.6394,10.0085,3.6177
TCGA-LUAD-093,LUAD,2,5.2587,5.1642,5.5782,4.7092,4.0225,3.0907,4.8242,10.2127,9.3436,9.5685,7.063,8.9873,10.8811,10.2819,8.1823,4.9372,4.8474,4.4475,4.4862,6.4333,6.4066,5.4474,4.357,5.5964,4.8506,6.1273,5.1368,5.8263,5.0111,1.8199,5.296,3.7249,4.2627,5.6771,6.6657,5.4934,3.799,4.9153,5.597,4.9829,4.8157,5.5252,3.6947,5.7756,4.0128,4.7253,4.9751,5.3402,10.3907,5.0475
TCGA-LUAD-094,LUAD,2,5.1234,6.1819,4.8789,5.5705,4.4856,3.6183,4.8177,11.1565,9.4545,9.4523,8.4146,9.214,10.1473,6.9123,9.3199,4.9264,4.979,5.1766,5.419,6.5357,6.4717,4.9019,4.8015,4.464,4.7945,5.3592,5.4504,5.1334,5.3822,2.6741,4.7289,4.9234,3.8392,7.0026,5.9681,6.2973,3.4218,3.6273,5.3585,3.9529,4.5689,5.2459,3.5802,5.9925,4.9726,4.406,4.049,4.9766,10.1483,4.3774
TCGA-LUAD-095,LUAD,2,4.4895,6.5178,5.892,4.9062,4.169,4.1775,4.7415,9.8832,8.8338,9.7325,8.6435,11.438,9.2815,7.354,7.0898,4.0207,4.5021,4.624,5.6113,6.0545,7.0597,4.4003,4.6581,5.5491,3.8731,5.6293,3.8991,4.1506,4.7059,2.5748,4.9739,4.8235,4.0362,5.9252,5.9642,5.7292,4.4609,3.7893,5.9999,4.6563,4.0767,5.3041,4.235,5.5538,4.9468,5.7264,4.7748,4.9285,8.8286,4.3058
TCGA-LUAD-096,LUAD,2,4.1949,6.1371,5.107,6.3366,4.6422,4.8261,4.1133,9.0571,9.845,9.237,6.5453,10.4068,10.1416,7.5333,6.8041,5.2609,4.563,6.5091,5.2765,5.5798,7.0085,3.2972,5.1558,6.0895,3.9587,5.5837,4.3866,5.5689,6.3563,2.7632,6.4075,4.4604,4.3688,6.2517,6.7345,5.5673,5.0793,3.5995,5.3631,4.65,4.3125,4.9313,4.6417,5.5612,3.7037,4.7789,5.1828,4.6594,9.9254,4.2593
TCGA-LUAD-097,LUAD,2,4.7965,6.1028,5.6092,4.4477,4.5915,3.858,4.8458,9.4448,9.381,8.4574,6.8919,10.5907,10.3383,8.7923,7.9539,5.0497,4.4794,5.4575,4.5875,5.3587,5.669,4.4748,4.7738,5.1947,5.1108,6.7405,4.5273,5.6272,5.1413,2.4171,5.6954,4.3306,4.5591,6.264,5.7279,6.3156,4.2346,4.5275,6.1461,4.776,4.8465,5.2882,4.5016,5.5821,4.6765,4.7535,5.5414,4.1372,9.0462,3.9408
TCGA-LUAD-098,LUAD,2,5.1342,5.472,5.0438,5.1178,4.191,4.8482,3.6775,9.9477,10.3184,9.6227,9.1142,10.7791,9.3572,9.6846,8.9698,4.2661,3.7823,5.6012,5.056,6.8393,5.6278,4.2833,4.2148,5.5567,5.3105,5.8445,4.2233,5.3299,4.8392,2.6208,5.0474,5.5084,4.8781,6.6191,5.3792,6.2106,4.764,4.8266,5.6665,4.965,4.3854,4.1866,3.692,6.1872,5.139,5.1823,4.6654,4.3437,9.3701,4.9636
TCGA-LUAD-099,LUAD,2,5.0298,6.4852,5.0309,5.6454,3.6335,3.3533,4.4912,10.4427,9.1608,10.2131,9.691,10.1771,8.6841,9.4611,7.2205,4.0765,5.0771,4.7985,4.878,5.4492,7.2602,4.3409,5.1267,5.2346,5.2791,5.9245,4.4027,5.4361,4.7471,0.9852,5.9176,4.7122,4.0796,6.6248,5.7586,5.4257,4.2481,4.4987,4.7138,4.5849,4.4133,4.4873,3.7455,4.8947,4.8722,5.1136,4.1361,4.4966,9.3564,3.6166
TCGA-LUAD-100,LUAD,2,4.2645,4.916,4.9611,5.5103,4.2843,4.7193,4.3787,9.7852,8.9204,9.2331,9.4064,10.6294,9.7531,7.8314,7.8392,3.8938,4.7701,5.124,4.9035,5.8664,5.9365,4.9373,4.6175,4.0989,5.2442,5.2995,4.7204,5.5721,5.8131,2.8266,5.1297,4.0624,3.7818,6.0789,6.0197,5.3658,4.0983,4.1605,5.2882,4.3977,4.6838,5.9754,4.5569,5.6404,4.5442,6.2278,4.0989,5.5354,8.2253,5.2487
TCGA-LUAD-101,LUAD,2,5.3195,6.4619,5.7816,4.8906,4.4459,4.7396,3.8347,10.7412,9.6915,9.9379,7.8962,10.8576,9.6135,8.9284,8.5305,4.3217,3.8876,4.6106,4.9163,7.2212,6.7754,4.1069,5.5333,4.6576,4.939,5.6698,3.7665,5.4172,4.9769,2.5699,5.5588,5.3464,3.4842,6.52,6.5588,5.4594,4.9699,5.0366,5.1228,5.0891,4.4709,5.3565,4.4603,6.0837,4.826,5.0018,4.7678,4.906,7.8893,4.1521
TCGA-LUAD-102,LUAD,2,6.2062,6.3231,5.8782,5.6799,4.3551,4.9251,4.6318,10.7339,9.0336,9.7362,8.9645,9.9232,9.1013,8.7471,9.0364,3.6029,4.8192,5.5762,5.2252,6.3547,6.2383,4.6004,5.243,4.5196,5.2568,6.5181,4.6087,4.9329,5.8237,2.5742,4.6875,4.7813,3.94,5.9293,5.8109,5.5421,5.3717,5.0461,6.4028,5.5134,4.5016,4.3732,3.9819,7.0789,4.3515,6.2146,4.7133,3.8051,9.6902,5.0398
TCGA-LUAD-103,LUAD,2,5.1244,5.1545,5.5886,5.1493,4.0159,4.5926,3.5529,10.0231,10.4456,9.3577,7.798,10.3575,10.2347,7.2753,9.9459,4.6327,4.6984,5.0681,4.3412,5.9592,6.575,4.2677,4.6899,4.9166,4.1337,6.1459,4.0161,5.0623,5.9463,3.7258,4.4864,4.3903,4.2796,5.3338,6.5257,5.8366,4.7672,3.7561,5.7118,5.3874,4.3321,4.8324,3.8576,6.1107,4.5937,5.91,4.4456,4.535,8.5781,4.1679
